# λ (nm)	photon flux (γ/s/cm^2/nm)
355.5	3.593410248043911e14
356.5	3.24316483707451e14
357.5	2.886282863348399e14
358.5	2.883117854306903e14
359.5	3.2239522791236e14
360.5	3.366333958072909e14
361.5	3.362548223858289e14
362.5	3.4392399241199725e14
363.5	3.569627879191777e14
364.5	3.7739491517029306e14
365.5	4.056153242055477e14
366.5	4.252581534670205e14
367.5	4.2585450154322625e14
368.5	4.230384294147002e14
369.5	4.2880824575315575e14
370.5	4.268603497219216e14
371.5	4.146961605603785e14
372.5	3.8436815040118256e14
373.5	3.5854358160506294e14
374.5	3.5388278207017625e14
375.5	3.750413961469515e14
376.5	4.1467622018624106e14
377.5	4.470263851583618e14
378.5	4.552194722560144e14
379.5	4.433445018550164e14
380.5	4.207413520517127e14
381.5	3.7927677536211044e14
382.5	3.357967341909151e14
383.5	3.172643130860557e14
384.5	3.3541924343053094e14
385.5	3.6052719614986056e14
386.5	3.728700017181931e14
387.5	3.803366988254219e14
388.5	3.979779213629039e14
389.5	4.3058620502435506e14
390.5	4.5071302830328894e14
391.5	4.3168286373218225e14
392.5	3.883398111888674e14
393.5	3.632373049064673e14
394.5	3.696223589288985e14
395.5	3.884712979453991e14
396.5	4.094511341806545e14
397.5	4.5281535093879956e14
398.5	5.240976515410986e14
399.5	5.970234302049592e14
400.5	6.482894033035058e14
401.5	6.701572095104469e14
402.5	6.753926681592665e14
403.5	6.715073464648721e14
404.5	6.62689659040353e14
405.5	6.547812996144469e14
406.5	6.55754095668271e14
407.5	6.600152168625822e14
408.5	6.677303331513715e14
409.5	6.763482347061326e14
410.5	6.829609178079938e14
411.5	6.963302624823364e14
412.5	7.047678206464526e14
413.5	7.123962562819584e14
414.5	7.15822312469532e14
415.5	7.133643206137152e14
416.5	7.11969249599619e14
417.5	7.059450681541955e14
418.5	7.056104725956346e14
419.5	7.064152937420968e14
420.5	7.078502276183242e14
421.5	7.109338527735441e14
422.5	7.070333819123311e14
423.5	7.041275537349198e14
424.5	7.003769827028166e14
425.5	6.949408692058742e14
426.5	6.865386134579398e14
427.5	6.66020695975999e14
428.5	6.449155894695825e14
429.5	6.295220196927742e14
430.5	6.274757621022784e14
431.5	6.450352365035279e14
432.5	6.729669974980939e14
433.5	7.021962132525981e14
434.5	7.271198681135149e14
435.5	7.417809573603985e14
436.5	7.493731937679829e14
437.5	7.506173678487785e14
438.5	7.539694990104801e14
439.5	7.629524423144176e14
440.5	7.76619849769735e14
441.5	7.951689384941291e14
442.5	8.116221513128875e14
443.5	8.225641976603829e14
444.5	8.310257575235421e14
445.5	8.373075030745782e14
446.5	8.468290718040399e14
447.5	8.621075100673885e14
448.5	8.762768365391608e14
449.5	8.868912432638172e14
450.5	8.948383933979758e14
451.5	8.958245476490436e14
452.5	8.926840984371638e14
453.5	8.916647657193719e14
454.5	8.934749687265869e14
455.5	8.964557520943672e14
456.5	9.017976847843995e14
457.5	9.079975394712524e14
458.5	9.129841737599388e14
459.5	9.17139904789951e14
460.5	9.215095455361671e14
461.5	9.245672286418589e14
462.5	9.255549168040582e14
463.5	9.240166366983808e14
464.5	9.208691369304922e14
465.5	9.17362657039957e14
466.5	9.13193727193012e14
467.5	9.116124287060392e14
468.5	9.130437258954812e14
469.5	9.157502096811469e14
470.5	9.203109327213175e14
471.5	9.268527155844558e14
472.5	9.336593249986231e14
473.5	9.398527819110594e14
474.5	9.461545725350159e14
475.5	9.522551605131461e14
476.5	9.57526561231716e14
477.5	9.627471145845258e14
478.5	9.674443226816368e14
479.5	9.698437598220178e14
480.5	9.691768669218016e14
481.5	9.617658752888609e14
482.5	9.504379001599038e14
483.5	9.367187377000745e14
484.5	9.229015279950138e14
485.5	9.114544138931735e14
486.5	9.045713652028848e14
487.5	9.044601364608219e14
488.5	9.095898003962852e14
489.5	9.17604774503501e14
490.5	9.263408469840822e14
491.5	9.348750961227922e14
492.5	9.422140281465204e14
493.5	9.469575816999541e14
494.5	9.502165833422621e14
495.5	9.507630174924679e14
496.5	9.4926850574411e14
497.5	9.472118445444601e14
498.5	9.440795611149365e14
499.5	9.409515483906065e14
500.5	9.38995784220132e14
501.5	9.385797143905164e14
502.5	9.402499721442986e14
503.5	9.4353145602492e14
