#Mars-scaled Solar Photon Irradiance from LISIRD...http://lasp.colorado.edu/lisird/whi_ref_spectra/
# using SORCE solstice and SORCE solar spectral irradiance
# interpolated to half-wavelengths by Eryn 2/18/19
#Wavelength [nm]	Spectral Irradiance [ph/cm2/s/nm]
2163.5	37315534225299.44
2164.5	37296435162954.8
2165.5	37277336100610.15
2166.5	37258237038265.51
2167.5	37239137975920.86
2168.5	37220038913576.22
2169.5	37200939851231.58
2170.5	37174808860137.98
2171.5	37135618572796.32
2172.5	37096428285454.67
2173.5	37057237998113.016
2174.5	37018047710771.36
2175.5	36978857423429.7
2176.5	36939667136088.05
2177.5	36900476848746.39
2178.5	36861286561404.734
2179.5	36822096274063.08
2180.5	36782905986721.42
2181.5	36743715699379.77
2182.5	36701104631622.14
2183.5	36640534466680.61
2184.5	36579964301739.08
2185.5	36519394136797.55
2186.5	36458823971856.016
2187.5	36398253806914.484
2188.5	36337683641972.95
2189.5	36277113477031.42
2190.5	36216543312089.89
2191.5	36155973147148.36
2192.5	36095402982206.83
2193.5	36034832817265.3
2194.5	35975992640105.82
2195.5	35944255604865.13
2196.5	35912518569624.445
2197.5	35880781534383.76
2198.5	35849044499143.07
2199.5	35817307463902.39
2200.5	35785570428661.7
2201.5	35753833393421.016
2202.5	35722096358180.33
2203.5	35690359322939.64
2204.5	35658622287698.96
2205.5	35626885252458.27
2206.5	35595235108060.5
2207.5	35567842614965.375
2208.5	35540450121870.26
2209.5	35513057628775.14
2210.5	35485665135680.02
2211.5	35458272642584.9
2212.5	35430880149489.78
2213.5	35403487656394.664
2214.5	35376095163299.55
2215.5	35348702670204.42
2216.5	35321310177109.305
2217.5	35293917684014.19
2218.5	35265654712100.1
2219.5	35220852642625.78
2220.5	35176050573151.457
2221.5	35131248503677.137
2222.5	35086446434202.812
2223.5	35041644364728.492
2224.5	34996842295254.168
2225.5	34952040225779.848
2226.5	34907238156305.523
2227.5	34862436086831.2
2228.5	34817634017356.88
2229.5	34772831947882.555
2230.5	34729156072185.152
2231.5	34692398243974.56
2232.5	34655640415763.965
2233.5	34618882587553.367
2234.5	34582124759342.773
2235.5	34545366931132.18
2236.5	34508609102921.586
2237.5	34471851274710.99
2238.5	34435093446500.395
2239.5	34398335618289.8
2240.5	34361577790079.203
2241.5	34324819961868.61
2242.5	34286654044070.406
2243.5	34245202583901.12
2244.5	34203751123731.836
2245.5	34162299663562.55
2246.5	34120848203393.266
2247.5	34079396743223.984
2248.5	34037945283054.7
2249.5	33996493822885.414
2250.5	33955042362716.13
2251.5	33913590902546.844
2252.5	33872139442377.56
2253.5	33830687982208.273
2254.5	33780995364336.94
2255.5	33723994550012.855
2256.5	33666993735688.77
2257.5	33609992921364.68
2258.5	33552992107040.594
2259.5	33495991292716.508
2260.5	33438990478392.42
2261.5	33381989664068.332
2262.5	33324988849744.246
2263.5	33267988035420.16
2264.5	33210987221096.074
2265.5	33153986406771.99
2266.5	33128939512477.113
2267.5	33110906893310.594
2268.5	33092874274144.074
2269.5	33074841654977.56
2270.5	33056809035811.04
2271.5	33038776416644.52
2272.5	33020743797478.0
2273.5	33002711178311.484
2274.5	32984678559144.965
2275.5	32966645939978.445
2276.5	32948613320811.93
2277.5	32922033265127.145
2278.5	32853721607617.92
2279.5	32785409950108.7
2280.5	32717098292599.477
2281.5	32648786635090.254
2282.5	32580474977581.03
2283.5	32512163320071.81
2284.5	32443851662562.586
2285.5	32375540005053.363
2286.5	32307228347544.14
2287.5	32238916690034.918
2288.5	32170605032525.695
2289.5	32117004873098.71
2290.5	32073627958101.758
2291.5	32030251043104.805
2292.5	31986874128107.848
2293.5	31943497213110.895
2294.5	31900120298113.938
2295.5	31856743383116.984
2296.5	31813366468120.027
2297.5	31769989553123.074
2298.5	31726612638126.12
2299.5	31683235723129.164
2300.5	31641052415054.457
2301.5	31614727027518.137
2302.5	31588401639981.82
2303.5	31562076252445.5
2304.5	31535750864909.184
2305.5	31509425477372.863
2306.5	31483100089836.543
2307.5	31456774702300.227
2308.5	31430449314763.906
2309.5	31404123927227.586
2310.5	31377798539691.27
2311.5	31351473152154.95
2312.5	31316520634625.082
2313.5	31276052411033.773
2314.5	31235584187442.46
2315.5	31195115963851.15
2316.5	31154647740259.836
2317.5	31114179516668.523
2318.5	31073711293077.21
2319.5	31033243069485.902
2320.5	30992774845894.59
2321.5	30952306622303.277
2322.5	30911838398711.965
2323.5	30869433398339.617
2324.5	30820161643925.41
2325.5	30770889889511.2
2326.5	30721618135096.992
2327.5	30672346380682.78
2328.5	30623074626268.574
2329.5	30573802871854.367
2330.5	30524531117440.156
2331.5	30475259363025.95
2332.5	30425987608611.74
2333.5	30376715854197.53
2334.5	30327444099783.32
2335.5	30305828772262.195
2336.5	30288346014276.82
2337.5	30270863256291.45
2338.5	30253380498306.074
2339.5	30235897740320.7
2340.5	30218414982335.324
2341.5	30200932224349.953
2342.5	30183449466364.58
2343.5	30165966708379.203
2344.5	30148483950393.83
2345.5	30131001192408.457
2346.5	30102701376158.098
2347.5	30067190187731.074
2348.5	30031678999304.055
2349.5	29996167810877.035
2350.5	29960656622450.016
2351.5	29925145434022.996
2352.5	29889634245595.973
2353.5	29854123057168.953
2354.5	29818611868741.934
2355.5	29783100680314.914
2356.5	29747589491887.895
2357.5	29702785166864.85
2358.5	29643445423063.41
2359.5	29584105679261.97
2360.5	29524765935460.523
2361.5	29465426191659.082
2362.5	29406086447857.64
2363.5	29346746704056.2
2364.5	29287406960254.758
2365.5	29228067216453.312
2366.5	29168727472651.87
2367.5	29109387728850.43
2368.5	29054526820342.082
2369.5	29015545418781.992
2370.5	28976564017221.906
2371.5	28937582615661.816
2372.5	28898601214101.73
2373.5	28859619812541.64
2374.5	28820638410981.555
2375.5	28781657009421.465
2376.5	28742675607861.38
2377.5	28703694206301.29
2378.5	28664712804741.203
2379.5	28630017562918.586
2380.5	28624006620877.477
2381.5	28617995678836.367
2382.5	28611984736795.26
2383.5	28605973794754.152
2384.5	28599962852713.043
2385.5	28593951910671.938
2386.5	28587940968630.83
2387.5	28581930026589.72
2388.5	28575919084548.613
2389.5	28569908142507.504
2390.5	26608856459867.6
2391.5	26563864992745.477
2392.5	26518908155115.0
2393.5	26473985920322.17
2394.5	26429098261733.54
2395.5	26384245152736.133
2396.5	26339426566737.47
2397.5	26294642477165.54
2398.5	26249892857468.78
2399.5	26205177681116.055
