# λ (nm)	photon flux (γ/s/cm^2/nm)
693.5	179934922136258.47
694.5	179726011005914.72
695.5	179515751077060.72
696.5	179307148295399.88
697.5	179103048795578.5
698.5	178897625884229.84
699.5	178698785147367.38
700.5	178502906542085.72
701.5	178305739299944.34
702.5	178112509641359.47
703.5	177918340288230.5
704.5	177720753823579.56
705.5	177513299075164.84
706.5	177304541081291.72
707.5	177092258092220.28
708.5	176875716304305.8
709.5	176657856664968.62
710.5	176440977655426.75
711.5	176224026650167.1
712.5	176005767747390.3
713.5	175777441378183.78
714.5	175545985914539.53
715.5	175313192970484.0
716.5	175097795074120.44
717.5	174881301467869.75
718.5	174667695102182.2
719.5	174480774208344.6
720.5	174292657980596.88
721.5	174107149865867.78
722.5	173932517902346.6
723.5	173756734534771.34
724.5	173577049640259.1
725.5	173390353672517.1
726.5	173202482576403.44
727.5	173022684016007.78
728.5	172856844784336.0
729.5	172689897327270.25
730.5	172532535588797.56
731.5	172389504815761.38
732.5	172245437228119.03
733.5	172094303555728.72
734.5	171933779142806.34
735.5	171772178773068.88
736.5	171613476726841.75
737.5	171459679030888.16
738.5	171304832358976.97
739.5	171162882999721.25
740.5	171045857656949.34
741.5	170927891104383.28
742.5	170818442510816.66
743.5	170732434522622.03
744.5	170645576321928.1
745.5	170556172445529.9
746.5	170457624854585.1
747.5	170358200295103.44
748.5	170257258745705.3
749.5	170140057482786.3
750.5	170021936497731.34
751.5	169902895790540.34
752.5	169785998274498.6
753.5	169668568242343.2
754.5	169550227634830.78
755.5	169418296047216.44
756.5	169279978663627.8
757.5	169140702750045.62
758.5	168991864223933.56
759.5	168833077404597.88
760.5	168673285755065.3
761.5	168511835562262.78
762.5	168347306012516.66
763.5	168181764478786.6
764.5	168015210961072.56
765.5	167866840339967.06
766.5	167718102316409.2
767.5	167568404009812.34
768.5	167437557908691.88
769.5	167315574173821.7
770.5	167192707113305.84
771.5	167066866911946.88
772.5	166936251851467.22
773.5	166804737986662.5
774.5	166672325317532.75
775.5	166532792496897.8
776.5	166392281904275.12
777.5	166250856300521.3
778.5	166109793884583.47
779.5	165968672968476.62
780.5	165826642514152.2
781.5	165681670012709.94
782.5	165527106777595.97
783.5	165371606627641.78
784.5	165215169562847.34
785.5	165037418814211.62
786.5	164851510748665.78
787.5	164664595657078.47
788.5	164473547189462.1
789.5	164273020321892.12
790.5	164071457058403.6
791.5	163868857398996.44
792.5	163685943157755.44
793.5	163508242258435.66
794.5	163329572878520.6
795.5	163152528197452.44
796.5	162983213982474.88
797.5	162812959633082.44
798.5	162641765149275.03
799.5	162455620148954.62
800.5	162261590699211.03
801.5	162066568804813.44
802.5	161872062446497.97
803.5	161693930789894.34
804.5	161514853666229.72
805.5	161334831075504.12
806.5	161164100194318.38
807.5	161004976851559.84
808.5	160844964456573.22
809.5	160684063009358.4
810.5	160515112248379.53
811.5	160343462492443.12
812.5	160170901598339.25
813.5	159995730601923.44
814.5	159805881228414.7
815.5	159615082744695.28
816.5	159423335150765.12
817.5	159240210086339.94
818.5	159070534350774.84
819.5	158899968047137.97
820.5	158728511175429.25
821.5	158574415792229.5
822.5	158429314270869.06
823.5	158283390544399.78
824.5	158136644612821.7
825.5	157971723678858.4
826.5	157803569340847.53
827.5	157634545022833.16
828.5	157460293475010.44
829.5	157227202380530.03
830.5	156993091043099.1
831.5	156757959462717.56
832.5	156516050443444.53
833.5	156254854330395.5
834.5	155992580344806.94
835.5	155729228486678.94
836.5	155473516614581.1
837.5	155231609380220.6
838.5	154988680607522.4
839.5	154744730296486.5
840.5	154475415954630.0
841.5	154177539446699.34
842.5	153878518158224.72
843.5	153578352089206.06
844.5	153262159831345.22
845.5	152932095783641.84
846.5	152600821690353.53
847.5	152268337551480.38
848.5	151977324642886.66
849.5	151716145849185.2
850.5	151453930465188.56
851.5	151190678490896.75
852.5	150980581156237.38
853.5	150807276852428.97
854.5	150633151441122.44
855.5	150458204922317.84
856.5	150315551535387.75
857.5	150197164449211.28
858.5	150078091912645.44
859.5	149958333925690.16
860.5	149847268132632.56
861.5	149744559049052.25
862.5	149641207251951.34
863.5	149537212741329.9
864.5	149461071922126.0
865.5	149422172314343.75
866.5	149382783308735.97
867.5	149342904905302.6
868.5	149322446202172.1
869.5	149343899494358.78
870.5	149365006660871.1
871.5	149385767701709.0
872.5	149400883198689.25
873.5	149389737137788.0
874.5	149378173494368.44
875.5	149366192268430.62
876.5	149353793459974.56
877.5	149298886636178.22
878.5	149243466297253.12
879.5	149187532443199.4
880.5	149131085074016.97
881.5	149078773167363.47
882.5	149027195499580.94
883.5	148975117668415.3
884.5	148922539673866.47
885.5	148859108103020.3
886.5	148787008973324.78
887.5	148714367922510.72
888.5	148641184950578.1
889.5	148556127389480.34
890.5	148442725736407.7
891.5	148328694296751.16
892.5	148214033070510.84
893.5	148098742057686.72
894.5	147964441588006.44
895.5	147829470236895.5
896.5	147693828004353.8
897.5	147557514890381.4
898.5	147407676718274.66
899.5	147250800844184.5
900.5	147093211383402.97
901.5	146934908335930.03
902.5	146779212235080.2
903.5	146630208959859.3
904.5	146480515835116.66
905.5	146330132860852.22
906.5	146179060037066.03
907.5	146038675330083.38
908.5	145898483198752.47
909.5	145757628180703.97
910.5	145616110275937.84
911.5	145471586078476.44
912.5	145324139874613.34
913.5	145176020701940.16
914.5	145027228560456.78
915.5	144876972799537.12
916.5	144715526510331.75
917.5	144553382577255.66
918.5	144390541000308.94
919.5	144227001779491.53
920.5	144075836239415.2
921.5	143933094786788.2
922.5	143789703826710.88
923.5	143645663359183.22
924.5	143501520776457.4
925.5	143362270601096.88
926.5	143222384075962.88
927.5	143081861201055.53
928.5	142940701976374.7
929.5	142791833868383.75
930.5	142636751223579.16
931.5	142481005054123.9
932.5	142324595360018.1
933.5	142167522141261.66
934.5	142000552117933.56
935.5	141832898809056.12
936.5	141664562214629.38
937.5	141495542334653.34
938.5	141339478848608.56
939.5	141202409889485.47
940.5	141064728539881.62
941.5	140926434799797.03
942.5	140787528669231.75
943.5	140674173494173.45
944.5	140566809157848.38
945.5	140458901756283.69
946.5	140350451289479.28
947.5	140234508353467.66
948.5	140078586165514.78
949.5	139922023119478.38
950.5	139764819215358.44
951.5	139606974453155.0
952.5	139448488832868.08
953.5	139323582874304.98
954.5	139208925649836.19
955.5	139093722013009.64
956.5	138977971963825.34
957.5	138865413345480.89
958.5	138790149341448.66
959.5	138714425675118.38
960.5	138638242346489.98
961.5	138561599355563.53
962.5	138489439222985.3
963.5	138424568339299.48
964.5	138359264127091.97
965.5	138293526586362.73
966.5	138227355717111.72
967.5	138155189250841.3
968.5	138079835501383.72
969.5	138004031261867.86
970.5	137927776532293.8
971.5	137851071312661.52
972.5	137752382544529.92
973.5	137651324637162.83
974.5	137549768105036.62
975.5	137447712948151.3
976.5	137341048311030.52
977.5	137210557926429.73
978.5	137079512786597.45
979.5	136947912891533.58
980.5	136815758241238.08
981.5	136680636491014.94
982.5	136540470436698.22
983.5	136399735582496.95
984.5	136258431928411.27
985.5	136116559474441.12
986.5	135971740466553.9
987.5	135824150763434.4
988.5	135675982990072.77
989.5	135527237146468.95
990.5	135377913232623.02
991.5	135223519956453.81
992.5	135066423869568.7
993.5	134908736389514.05
994.5	134750457516289.72
995.5	134591587249895.81
996.5	134443851121861.81
997.5	134298481458649.4
998.5	134152549819054.98
999.5	134006056203078.53
1000.5	133859000610720.03
1001.5	133731258161872.28
1002.5	133604961061271.58
1003.5	133478145600446.72
1004.5	133350811779397.84
1005.5	133222959598124.86
1006.5	133115777690019.89
1007.5	133008333764528.62
1008.5	132900414007695.5
1009.5	132792018419520.56
1010.5	132682838420419.67
1011.5	132567313165042.16
1012.5	132451299863396.23
1013.5	132334798515481.81
1014.5	132217809121298.9
1015.5	132100390191534.42
1016.5	131983156866238.11
1017.5	131865436935113.62
1018.5	131747230398161.12
1019.5	131628537255380.44
1020.5	131510452032172.27
1021.5	131402960060706.84
1022.5	131295005317599.22
1023.5	131186587802849.27
1024.5	131077707516457.1
1025.5	130967823849157.89
1026.5	130852004865300.44
1027.5	130735711394989.14
1028.5	130618943438224.11
1029.5	130501700995005.3
1030.5	130383156934087.36
1031.5	130251165817048.17
1032.5	130118673458541.62
1033.5	129985679858567.72
1034.5	129852185017126.38
1035.5	129718107522551.78
1036.5	129575461090893.5
1037.5	129432297693641.14
1038.5	129288617330794.73
1039.5	129144420002354.27
1040.5	128999705708319.7
1041.5	128854645638877.17
1042.5	128709081830232.94
1043.5	128563001409476.16
