# λ (nm)	photon flux (γ/s/cm^2/nm)
601.5	229616031507666.44
602.5	229456868205006.12
603.5	229291840430878.03
604.5	229030344750704.25
605.5	228703516555129.62
606.5	228291777823163.84
607.5	227845268574653.88
608.5	227401807272424.34
609.5	226957008357930.2
610.5	226580623227430.25
611.5	226209698083770.72
612.5	225845687361870.72
613.5	225479771549703.2
614.5	225121533116147.06
615.5	224771004105329.94
616.5	224660255987138.06
617.5	224558554022482.25
618.5	224621523186497.25
619.5	224679199158333.1
620.5	224668085851533.7
621.5	224654589508841.4
622.5	224611561591906.12
623.5	224567599041939.53
624.5	224558527427369.75
625.5	224548273285378.94
626.5	224580297929612.66
627.5	224613092568197.5
628.5	224539222633213.88
629.5	224450902831261.84
630.5	224317484832830.3
631.5	224171574648048.38
632.5	224071548875631.56
633.5	223991446640760.38
634.5	223907971162356.6
635.5	223821605450562.53
636.5	223698969296967.7
637.5	223528521518239.38
638.5	223353055066794.94
639.5	223166784229426.78
640.5	222981574665658.88
641.5	222822422844907.5
642.5	222661689454243.8
643.5	222242996139312.88
644.5	221790187975434.2
645.5	221297617280582.06
646.5	220784880810588.97
647.5	220290207126872.3
648.5	219819348964194.53
649.5	219358090668262.66
650.5	218946037233347.97
651.5	218531678534126.7
652.5	218179556962864.44
653.5	217831721054759.78
654.5	217590739851930.7
655.5	217414876957805.47
656.5	217339860050495.25
657.5	217502894235451.38
658.5	217665417320038.88
659.5	217981279710765.28
660.5	218301863042881.56
661.5	218603591603411.97
662.5	218893179507590.56
663.5	219170319210717.75
664.5	219405974901876.97
665.5	219641345660518.06
666.5	219846652930283.03
667.5	220045905293261.9
668.5	220183504728673.0
669.5	220235803645987.4
670.5	220287274869280.38
671.5	220131459287942.78
672.5	219969981367493.53
673.5	219803916073386.6
674.5	219633372467865.5
675.5	219461446460945.66
676.5	219290993979624.7
677.5	219119077078812.88
678.5	218929071385368.3
679.5	218722184077001.84
680.5	218513738112008.53
681.5	218299807956134.16
682.5	218084307623356.38
683.5	217867724931930.53
684.5	217650195258965.34
685.5	217431098653216.16
686.5	217178019880194.38
687.5	216918429026854.66
688.5	216660702823791.0
689.5	216410896789867.28
690.5	216159453363193.44
691.5	215898097111078.1
692.5	215630617085299.2
693.5	215361633839730.78
694.5	215107929848724.75
695.5	214852600956113.7
696.5	214602016230892.25
697.5	214362206130600.2
698.5	214120824919244.1
699.5	213883488465051.4
700.5	213647625208633.66
701.5	213410215543931.72
702.5	213184836614573.84
703.5	212958817790542.0
704.5	212726272329232.53
705.5	212472093415282.1
706.5	212216337938727.1
707.5	211961978130259.22
708.5	211709995663770.9
709.5	211456456174365.44
710.5	211200890359789.4
711.5	210943513144368.38
712.5	210684576873648.7
713.5	210416402375858.5
714.5	210145072250595.53
715.5	209872157135866.62
716.5	209614588551869.25
717.5	209355653504303.3
718.5	209100854825792.78
719.5	208882557142220.16
720.5	208662843692593.8
721.5	208444001401508.9
722.5	208231001648938.16
723.5	208016612544319.06
724.5	207798564849234.2
725.5	207574292750369.12
726.5	207348611723554.97
727.5	207130041338374.72
728.5	206924004904125.56
729.5	206716621177446.12
730.5	206525729088607.56
731.5	206359244344636.56
732.5	206191531430989.72
733.5	206013731315891.94
734.5	205822428295788.0
735.5	205629839592899.1
736.5	205434355023168.38
737.5	205235161842640.62
738.5	205034672048003.6
739.5	204855088534904.47
740.5	204715558164382.28
741.5	204574902746606.0
742.5	204441938556823.44
743.5	204330574021950.16
744.5	204218169252475.44
745.5	204105461170992.9
746.5	203995317574267.94
747.5	203884145372287.75
748.5	203770903855864.47
749.5	203631620563457.56
750.5	203491239146143.6
751.5	203349759603922.56
752.5	203211520012533.34
753.5	203072730705184.72
754.5	202932856227726.16
755.5	202772202078167.06
756.5	202601958949233.62
757.5	202430556169706.16
758.5	202245511597986.72
759.5	202046265718170.03
760.5	201845793018983.22
761.5	201646631344453.94
762.5	201454296575545.12
763.5	201260762759689.3
764.5	201066029896886.5
765.5	200885354512029.16
766.5	200703992408193.4
767.5	200521472350490.2
768.5	200360921219901.84
769.5	200210677996529.9
770.5	200059366650735.7
771.5	199906371438735.5
772.5	199751161501709.75
773.5	199594878881618.84
774.5	199437523578462.84
775.5	199266747992519.03
776.5	199094742995222.3
777.5	198921633148972.8
778.5	198751068087022.12
779.5	198581843766372.97
780.5	198411530223545.88
781.5	198239098046743.7
782.5	198061179852742.62
783.5	197882158571031.1
784.5	197702034201609.0
785.5	197489818245953.03
786.5	197265518589376.0
787.5	197040009221665.62
788.5	196809400518917.56
789.5	196567042511387.75
790.5	196323438252421.56
791.5	196078587742018.8
792.5	195852506602119.06
793.5	195631215959752.28
794.5	195408744666741.94
795.5	195192089314935.4
796.5	194997723720460.72
797.5	194802253955454.6
798.5	194605680019916.97
799.5	194385329135353.2
800.5	194152636205739.0
801.5	193918754452765.56
802.5	193684954816215.0
803.5	193464603544095.56
804.5	193243103041756.44
805.5	193020453309197.72
806.5	192813152789725.75
807.5	192624933720567.22
808.5	192435656340488.12
809.5	192245320649488.4
810.5	192044362836323.7
811.5	191839929209673.62
812.5	191634407772376.75
813.5	191425354681450.62
814.5	191195410554279.28
815.5	190964323996290.53
816.5	190732095007484.34
817.5	190513049507306.6
818.5	190314411789691.94
819.5	190114719261562.28
820.5	189913971922917.66
821.5	189730291640999.75
822.5	189555370474236.84
823.5	189379462372298.53
824.5	189202567335184.94
825.5	189005528320304.2
826.5	188804840468536.6
827.5	188603112939336.72
828.5	188395307939059.53
829.5	188119439627732.5
830.5	187842357906974.0
831.5	187564062776784.0
832.5	187276536796586.56
833.5	186962359087244.0
834.5	186646887713809.47
835.5	186330122676283.12
836.5	186023814454492.75
837.5	185736272154963.84
838.5	185447512122134.62
839.5	185157534356005.06
840.5	184839239788331.97
841.5	184489068122833.0
842.5	184137541525718.5
843.5	183784659996988.34
844.5	183406870286105.7
845.5	183007582224880.9
846.5	182606835935105.9
847.5	182204631416780.75
848.5	181851022563437.22
849.5	181532362104162.9
850.5	181212446833701.84
851.5	180891276752054.03
852.5	180631925583503.78
853.5	180415349884997.5
854.5	180197770177926.06
855.5	179979186462289.4
856.5	179807751923409.16
857.5	179671794317144.03
858.5	179535029968565.9
859.5	179397458877674.75
860.5	179265514684083.84
861.5	179138967224887.62
862.5	179011642343493.78
863.5	178883540039902.28
864.5	178786511554061.16
865.5	178731049583306.06
866.5	178674981555653.62
867.5	178618307471103.72
868.5	178586657769868.66
869.5	178608988430711.38
870.5	178630897479390.56
871.5	178652384915906.1
872.5	178668668384574.2
873.5	178661143369118.38
874.5	178653132256675.97
875.5	178644635047247.0
876.5	178635651740831.53
877.5	178572534255048.94
878.5	178508808397448.22
879.5	178444474168029.28
880.5	178379531566792.22
881.5	178319353922226.8
882.5	178260010070682.2
883.5	178200073279382.06
884.5	178139543548326.47
885.5	178061704820767.53
886.5	177970086521448.06
887.5	177877807862607.28
888.5	177784868844245.06
889.5	177684085272089.88
890.5	177565016523751.94
891.5	177445231714748.8
892.5	177324730845080.5
893.5	177203513914747.16
894.5	177040169743345.34
895.5	176876016920601.16
896.5	176711055446514.56
897.5	176545285321085.56
898.5	176360939194557.2
899.5	176166984045397.9
900.5	175972161216665.97
901.5	175776470708361.28
902.5	175588572925096.3
903.5	175419124397625.66
904.5	175248870100364.16
905.5	175077810033311.84
906.5	174905944196468.7
907.5	174742474929789.62
908.5	174578913586452.5
909.5	174414568280463.28
910.5	174249439011821.94
911.5	174079586510205.16
912.5	173905152461048.06
913.5	173729917501220.34
914.5	173553881630721.97
915.5	173375817433050.8
916.5	173180624726102.16
917.5	172984592802592.12
918.5	172787721662520.75
919.5	172590011305888.06
920.5	172407207580321.9
921.5	172234552766462.47
922.5	172061116721652.4
923.5	171886899445891.7
924.5	171713592961266.66
925.5	171556635634791.56
926.5	171398937748529.44
927.5	171240499302480.4
928.5	171081320296644.44
929.5	170902389595915.28
930.5	170707724038529.7
931.5	170512244874653.4
932.5	170315952104286.44
933.5	170118845727428.88
934.5	169927004463752.03
935.5	169734362603150.4
936.5	169540920145624.03
937.5	169346677091172.97
938.5	169162874281392.53
939.5	168994487910670.1
940.5	168825359369633.1
941.5	168655488658281.47
942.5	168484875776615.34
943.5	168356746209333.72
944.5	168238783924354.38
945.5	168120194003996.03
946.5	168000976448258.7
947.5	167869576277525.72
948.5	167671976756829.12
949.5	167473586997698.2
950.5	167274407000133.03
951.5	167074436764133.6
952.5	166873676289699.88
953.5	166717932671790.53
954.5	166575975466700.56
955.5	166433354446864.5
956.5	166290069612282.44
957.5	166150010410374.72
958.5	166048663225124.94
959.5	165946742493708.56
960.5	165844248216125.72
961.5	165741180392376.3
962.5	165648347893110.34
963.5	165571888054832.0
964.5	165494912260107.6
965.5	165417420508937.1
966.5	165339412801320.47
967.5	165250961194111.84
968.5	165157078170990.25
969.5	165062648560258.4
970.5	164967672361916.56
971.5	164872149575964.56
972.5	164747374472706.84
973.5	164619495029775.34
974.5	164491004830842.75
975.5	164361903875909.16
976.5	164227805303346.66
977.5	164068202650232.88
978.5	163907929342000.47
979.5	163746985378649.34
980.5	163585370760179.44
981.5	163421776724410.8
982.5	163255076331956.47
983.5	163087697664779.7
984.5	162919640722880.53
985.5	162750905506258.97
986.5	162575873492605.94
987.5	162394960227822.6
988.5	162213346782892.53
989.5	162031033157815.6
990.5	161848019352591.78
991.5	161660317876617.88
992.5	161470029818428.25
993.5	161279029751636.4
994.5	161087317676242.28
995.5	160894893592246.0
996.5	160717701902366.12
997.5	160543820305472.9
998.5	160369266700987.88
999.5	160194041088910.9
1000.5	160018143469242.03
1001.5	159871169494948.28
1002.5	159726512580974.4
1003.5	159581248607377.75
1004.5	159435377574158.4
1005.5	159288899481316.38
1006.5	159164481735226.3
1007.5	159039731162738.88
1008.5	158914419027638.34
1009.5	158788545329924.66
1010.5	158661296205961.72
1011.5	158518005196755.5
1012.5	158374120408661.72
1013.5	158229641841680.2
1014.5	158084569495810.9
1015.5	157939809694035.38
1016.5	157804890876264.38
1017.5	157669400591840.53
1018.5	157533338840764.0
1019.5	157396705623034.6
1020.5	157260455001956.2
1021.5	157133290876948.75
1022.5	157005576060797.34
1023.5	156877310553501.9
1024.5	156748494355062.53
1025.5	156618343469052.84
1026.5	156479705557956.78
1027.5	156340499966791.5
1028.5	156200726695557.06
1029.5	156060385744253.5
1030.5	155918224620334.44
1031.5	155755851960663.47
1032.5	155592871106850.94
1033.5	155429282058896.9
1034.5	155265084816801.28
1035.5	155100225435947.16
1036.5	154929412082241.44
1037.5	154757980115346.94
1038.5	154585929535263.7
1039.5	154413260341991.7
1040.5	154239972535530.88
1041.5	154065686095247.66
1042.5	153890751680851.66
1043.5	153715197868582.66
1044.5	153539024658440.62
1045.5	153362232050425.53
1046.5	153169095752950.9
1047.5	152972312041222.34
1048.5	152774873156379.9
1049.5	152576779098423.66
